date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-07-17,83542.39888715681,83542.39888715681,0.0,0.0,19425.1140371457,16296.151242433421,0.14515378906253318,7693.165179566938,53001.87939767521,0.0,1.0125928325002314,53002.89199050771
2025-07-18,49632.831724002506,49632.831724002506,0.0,0.0,15711.513065081715,12491.772169332382,0.0,15138.842728253172,30131.68128624304,0.0,0.0,30131.68128624304
2025-07-19,49516.715724239184,49516.715724239184,0.0,0.0,15732.513199713163,13476.359322816017,0.0,20077.74279734204,30509.341967113985,0.0,0.0,30509.341967113985
2025-07-20,90441.06097365555,90441.06097365555,0.0,0.0,19861.527674664994,14960.047149464628,0.0,13449.602231788514,57042.05420698841,0.0,0.0,57042.05420698841
2025-07-21,89529.68842136869,89529.68842136869,0.0,0.0,18986.980875571306,15532.83234762018,0.0,12085.790543417568,56969.073696481486,0.0,0.0,56969.073696481486
2025-07-22,85684.81168527927,85684.81168527927,0.0,0.0,19660.48585425101,16019.193773706596,4.036791354166553,8252.411779422368,54643.910802809565,0.0,27.274580784426316,54671.18538359399
2025-07-23,96545.30691294672,96545.30691294672,0.0,0.0,17975.633448964225,14714.628296883679,0.0,19067.754644199515,62061.439920156125,0.0,0.0,62061.439920156125
2025-07-24,95860.78942829416,95860.78942829416,0.0,0.0,18072.255014462393,14132.09258732639,0.0,18304.15500115816,61809.31162485849,0.0,0.0,61809.31162485849
2025-07-25,45198.333767497825,45198.333767497825,0.0,0.0,16058.8763224379,13795.980848352865,0.0,16430.11872674613,27112.1833134891,0.0,0.0,27112.1833134891
2025-07-26,46200.990846233246,46200.990846233246,0.0,0.0,15770.275104793436,13028.179918233505,0.0,14989.804093006655,27474.64434243892,0.0,0.0,27474.64434243892
2025-07-27,87288.44589995274,87288.44589995274,0.0,0.0,20527.879964445518,15825.258467712672,0.0,8900.634603219896,55320.2262217373,0.0,0.0,55320.2262217373
2025-07-28,88947.19811871418,88947.19811871418,0.0,0.0,20565.143793647272,16969.171679861716,0.0,7396.348771595301,56487.47415878097,0.0,0.0,56487.47415878097
2025-07-29,86752.01402862472,86752.01402862472,0.0,0.0,20572.328983096333,16608.953925410937,46.627686848958206,6766.02070778828,54907.93319899332,0.0,313.9442155540356,55221.87741454736
